name,college_team,college_conference,position,height,weight,season_before_draft,regular_season_games,regular_season_wins,regular_season_losses,postseason_games,postseason_wins,postseason_losses,attended_combine,draft_round,passing_completions,passing_att,completion_pct,passing_yds,passing_tds,passing_ints,passing_ypa,receiving_rec,receiving_yds,receiving_td,receiving_ypr,rushing_car,rushing_yds,rushing_td,rushing_ypc,forty,bench,vertical,broad_jump,cone,shuttle
WR_Player_10,Ohio State,Pac-12,WR,71,203,2025,12,8,2,0,0,0,N,4,0,0,0.0,0,0,0,0.0,40,734,7,12.997637273526571,2,10,0,5.0,,,,,,
WR_Player_11,Oregon,SEC,WR,73,208,2025,12,7,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,87,1116,11,14.280387454858035,6,50,1,5.0,4.6962427967914495,18.0,35.90342216856597,125.5703416846872,6.99193659988928,4.215361794291129
WR_Player_12,Alabama,ACC,WR,72,215,2025,12,10,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,63,1044,9,13.245282281090478,6,50,0,5.0,4.70357639920931,23.0,35.63060647215216,128.44368515292584,7.251240877865935,4.206754768559096
WR_Player_13,Oregon,ACC,WR,77,209,2025,12,10,2,0,0,0,Y,2,0,0,0.0,0,0,0,0.0,43,665,5,12.79897462369341,2,10,0,5.0,4.753754859109268,16.0,34.259428275935676,111.35942764508994,7.063012026413238,4.382902767380361
WR_Player_14,Ohio State,SEC,WR,75,185,2025,12,5,2,1,0,0,Y,7,0,0,0.0,0,0,0,0.0,37,749,5,12.403030600172821,2,10,0,5.0,4.766853405649095,14.0,31.402194795597364,117.34701069379156,7.054482654721778,4.349264050027564
WR_Player_15,Alabama,ACC,WR,72,207,2025,12,7,2,0,0,0,Y,4,0,0,0.0,0,0,0,0.0,41,597,4,11.720622645505449,2,10,0,5.0,4.748862774607903,16.0,32.338279245014334,120.27180927046653,7.140422646783655,4.320470469223204
WR_Player_16,Ohio State,SEC,WR,70,196,2025,12,6,2,0,0,0,N,6,0,0,0.0,0,0,0,0.0,37,568,4,11.897961484291079,2,10,0,5.0,,,,,,
WR_Player_17,LSU,SEC,WR,76,206,2025,12,6,2,2,0,0,Y,6,0,0,0.0,0,0,0,0.0,36,632,4,12.173895053447168,2,10,1,5.0,4.7497053772190645,15.0,32.76865858535424,119.65053569385647,7.251172689843164,4.36976221672514
WR_Player_18,LSU,Big Ten,WR,71,194,2025,12,5,2,2,0,0,Y,5,0,0,0.0,0,0,0,0.0,38,586,5,12.197749921509605,2,10,1,5.0,4.697785325346796,17.0,29.692074006190953,118.58565200241277,7.21677752467458,4.316656004381498
WR_Player_19,Ohio State,ACC,WR,74,203,2025,12,8,2,2,0,0,Y,7,0,0,0.0,0,0,0,0.0,40,613,5,12.046490597401284,2,10,0,5.0,4.724301548509478,14.0,32.42171963043601,119.38003300206854,7.2547703451547605,4.324973148022127
WR_Player_20,Oregon,Pac-12,WR,70,187,2025,12,4,2,0,0,0,N,1,0,0,0.0,0,0,0,0.0,78,1196,9,14.083608546038592,6,50,1,5.0,,,,,,
WR_Player_21,Ohio State,ACC,WR,76,197,2025,12,8,2,2,0,0,Y,1,0,0,0.0,0,0,0,0.0,70,984,10,13.178627341779976,6,50,1,5.0,4.672550513091204,20.0,38.314321748448734,132.24812916823788,6.849722187282063,4.293216011306298
WR_Player_22,Oregon,Big Ten,WR,73,209,2025,12,4,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,101,1099,9,13.734384377704899,6,50,0,5.0,4.651207381440419,23.0,36.9465746058799,122.00752625226104,6.891151029573878,4.329671151947784
WR_Player_23,Alabama,Big Ten,WR,73,209,2025,12,11,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,47,655,7,11.38855857439218,2,10,0,5.0,4.783898963989483,18.0,31.727432447029084,119.50480500057807,7.466290615208813,4.332994937912633
WR_Player_24,Ohio State,Big Ten,WR,77,197,2025,12,10,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,70,1071,10,13.995629205099256,6,50,0,5.0,4.570999410933898,19.0,35.09859569321636,124.85838093166394,7.131304726359657,4.327922078787364
WR_Player_25,Oregon,Pac-12,WR,78,202,2025,12,6,2,0,0,0,Y,2,0,0,0.0,0,0,0,0.0,43,555,6,12.761954161396476,2,10,1,5.0,4.724456919758341,18.0,30.775533756979087,117.7494503062778,6.863543167607241,4.356198369574745
WR_Player_26,Ohio State,SEC,WR,72,191,2025,12,8,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,78,1059,8,13.310662605172892,6,50,0,5.0,4.691039384929037,21.0,35.38644066323867,128.5230737507067,6.751354897646834,4.30910486198542
WR_Player_27,Ohio State,Pac-12,WR,78,210,2025,12,11,2,1,0,0,Y,3,0,0,0.0,0,0,0,0.0,46,620,4,11.352743203513793,2,10,0,5.0,4.677881784714545,17.0,30.802787511525153,121.90507453411364,7.14694356184444,4.417307740860416
WR_Player_28,LSU,Big Ten,WR,75,188,2025,12,11,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,29,748,5,12.46830026950689,2,10,0,5.0,4.799295992192249,14.0,34.64954131083684,124.39796341936653,7.013582371973316,4.360695493606022
WR_Player_29,Alabama,SEC,WR,73,188,2025,12,6,2,2,0,0,Y,6,0,0,0.0,0,0,0,0.0,41,682,5,12.608170691884277,2,10,1,5.0,4.74792909038379,16.0,32.95628499349061,116.51179118967168,7.257363103883017,4.2964290927930415
WR_Player_30,Ohio State,SEC,WR,76,188,2025,12,4,2,2,0,0,Y,3,0,0,0.0,0,0,0,0.0,19,523,5,12.192460257148012,2,10,1,5.0,4.65476534567681,17.0,31.87272524883815,113.10084989625308,7.467332331798147,4.434998548740181
WR_Player_31,LSU,SEC,WR,74,198,2025,12,9,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,60,1182,8,14.054745117606013,6,50,0,5.0,4.548537532135834,18.0,36.708275572297865,135.62221291205006,7.079063479931935,4.218071101220723
WR_Player_32,LSU,ACC,WR,75,190,2025,12,10,2,2,0,0,Y,3,0,0,0.0,0,0,0,0.0,24,557,7,12.070878694449616,2,10,1,5.0,4.721771096905626,13.0,29.256961501917075,119.0422403944986,6.905854431963427,4.442895684945845
WR_Player_33,Alabama,ACC,WR,75,195,2025,12,10,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,64,1102,11,14.319218416084166,6,50,0,5.0,4.631339625506601,18.0,37.08478782715656,125.2510003894116,6.774258702379819,4.241493138872063
WR_Player_34,Ohio State,ACC,WR,72,204,2025,12,8,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,50,634,6,12.253172981573192,2,10,0,5.0,4.755467233229667,17.0,32.623900310371056,114.46678713062792,7.343668095324307,4.319387905052483
WR_Player_35,Alabama,Pac-12,WR,77,203,2025,12,6,2,0,0,0,Y,4,0,0,0.0,0,0,0,0.0,44,646,4,11.95515314247083,2,10,0,5.0,4.719175516536014,17.0,32.383300268481605,121.08203498894255,7.155583672327028,4.402430687804286
WR_Player_36,Ohio State,SEC,WR,71,215,2025,12,10,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,54,660,4,11.713295474222164,2,10,0,5.0,4.6701809492786035,15.0,32.36034658049175,115.66555422663636,7.246664571551602,4.345712346881613
WR_Player_37,Ohio State,Pac-12,WR,78,198,2025,12,6,2,2,0,0,Y,4,0,0,0.0,0,0,0,0.0,28,643,5,11.58146843923388,2,10,1,5.0,4.751472564724355,14.0,30.579523826186644,111.54228125858381,7.487333786135979,4.337763771365026
WR_Player_38,Ohio State,ACC,WR,73,208,2025,12,4,2,0,0,0,Y,4,0,0,0.0,0,0,0,0.0,46,509,6,12.52460365558514,2,10,1,5.0,4.780123927920265,14.0,34.16567029567991,115.25632219868095,7.183025168425254,4.412654813135682
WR_Player_39,Oregon,Pac-12,WR,71,195,2025,12,5,2,0,0,0,Y,3,0,0,0.0,0,0,0,0.0,53,568,4,11.65608503931064,2,10,1,5.0,4.7061937926634565,13.0,34.53881871830188,115.1019050853997,7.134106234336485,4.330568835518382
WR_Player_40,LSU,ACC,WR,72,194,2025,12,9,2,0,0,0,Y,7,0,0,0.0,0,0,0,0.0,27,642,6,11.74466180455094,2,10,1,5.0,4.7610694974561145,15.0,34.31301337010157,123.07225402673201,7.201582666422494,4.3502295137260445
WR_Player_41,LSU,ACC,WR,77,214,2025,12,9,2,0,0,0,N,1,0,0,0.0,0,0,0,0.0,70,1125,9,14.469603856832848,6,50,1,5.0,,,,,,
WR_Player_42,Oregon,Pac-12,WR,74,190,2025,12,4,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,33,647,5,11.554814540410403,2,10,1,5.0,4.765236870855182,15.0,33.07921186352308,120.80998228853124,7.097970245519264,4.364093813915357
WR_Player_43,LSU,Big Ten,WR,75,205,2025,12,11,2,1,0,0,Y,5,0,0,0.0,0,0,0,0.0,44,753,5,12.311965099305002,2,10,0,5.0,4.682393396516406,13.0,33.190209745973085,112.11215536532691,7.0132111643308495,4.385160779049522
WR_Player_44,Oregon,SEC,WR,72,213,2025,12,6,2,1,0,0,Y,3,0,0,0.0,0,0,0,0.0,45,556,4,12.4900536462701,2,10,1,5.0,4.7959178998726575,18.0,35.758042452784956,115.82749295224416,7.2475120138520115,4.410819624801079
WR_Player_45,Oregon,ACC,WR,72,210,2025,12,8,2,0,0,0,Y,2,0,0,0.0,0,0,0,0.0,41,514,4,11.957570533789763,2,10,0,5.0,4.697673810122275,18.0,29.81260755477361,123.77123880094166,7.171322760777782,4.322933494423883
WR_Player_46,Oregon,Pac-12,WR,77,213,2025,12,8,2,2,0,0,Y,2,0,0,0.0,0,0,0,0.0,41,603,7,11.602679688370287,2,10,1,5.0,4.744924248274719,13.0,31.49009482596903,115.98051772747748,6.99131273808107,4.367394370637201
WR_Player_47,Ohio State,Pac-12,WR,72,209,2025,12,7,2,2,0,0,N,3,0,0,0.0,0,0,0,0.0,37,724,5,11.384761052838796,2,10,0,5.0,,,,,,
WR_Player_48,Ohio State,ACC,WR,76,187,2025,12,4,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,23,597,4,12.63390807455358,2,10,0,5.0,4.772337864122524,18.0,30.645221420359487,113.34889143379891,7.217165477596627,4.376571308780725
WR_Player_49,Oregon,SEC,WR,71,202,2025,12,5,2,0,0,0,Y,7,0,0,0.0,0,0,0,0.0,29,567,5,12.225489971281299,2,10,0,5.0,4.807981459719162,15.0,33.537105194705404,117.26863906851612,7.265975879769985,4.3916088458401505
WR_Player_50,LSU,ACC,WR,73,194,2025,12,5,2,2,0,0,Y,1,0,0,0.0,0,0,0,0.0,76,972,10,13.864935139596287,6,50,0,5.0,4.5770434793578865,22.0,34.70413195508107,120.05420510951191,6.795106757843553,4.266546953167114
WR_Player_51,Ohio State,SEC,WR,73,205,2025,12,4,2,2,0,0,Y,1,0,0,0.0,0,0,0,0.0,74,963,11,15.330001926313331,6,50,0,5.0,4.593140880657082,20.0,36.90357416112384,120.91400435530198,6.884333085180743,4.278942843208441
WR_Player_52,Alabama,Pac-12,WR,70,195,2025,12,4,2,2,0,0,N,1,0,0,0.0,0,0,0,0.0,52,1090,9,14.60657953269061,6,50,1,5.0,,,,,,
WR_Player_53,Ohio State,Pac-12,WR,73,207,2025,12,11,2,1,0,0,Y,6,0,0,0.0,0,0,0,0.0,40,434,7,11.567804489144766,2,10,1,5.0,4.778922817228326,13.0,32.14294577985972,123.09916619440267,7.191595081161825,4.417114112044336
WR_Player_54,Oregon,ACC,WR,75,207,2025,12,6,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,42,357,5,11.855969021480396,2,10,0,5.0,4.773868916883528,14.0,30.577874591974798,116.85794516040782,7.489899226575541,4.380981044171747
WR_Player_55,Oregon,ACC,WR,78,198,2025,12,5,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,45,749,7,12.506509549093195,2,10,0,5.0,4.793265700827651,18.0,33.2021213241791,119.32911762132889,7.142228875316366,4.22812046266138
WR_Player_56,Ohio State,ACC,WR,70,189,2025,12,7,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,64,1173,11,14.59402876903972,6,50,0,5.0,4.662169804744882,18.0,36.87390482528943,132.00022144787096,6.753767487540779,4.1714514079489415
WR_Player_57,Oregon,ACC,WR,77,194,2025,12,11,2,0,0,0,N,3,0,0,0.0,0,0,0,0.0,50,493,6,13.01436071982145,2,10,0,5.0,,,,,,
WR_Player_58,Ohio State,SEC,WR,72,195,2025,12,10,2,0,0,0,Y,2,0,0,0.0,0,0,0,0.0,47,737,4,12.844997993512388,2,10,1,5.0,4.801043774711876,16.0,30.008729050785217,116.84971353107471,7.254964364429895,4.358147781848224
WR_Player_59,Ohio State,Big Ten,WR,70,209,2025,12,6,2,0,0,0,Y,4,0,0,0.0,0,0,0,0.0,53,626,6,12.440794078325917,2,10,1,5.0,4.693643066948403,18.0,33.06532506539358,116.79853296321988,7.0453228081450066,4.368382464025206
WR_Player_60,Alabama,ACC,WR,74,186,2025,12,8,2,1,0,0,Y,6,0,0,0.0,0,0,0,0.0,26,587,6,11.64627835497949,2,10,0,5.0,4.792047557251535,15.0,32.79127179289202,117.91486970270965,7.289485055548406,4.280953824941367
WR_Player_61,Ohio State,ACC,WR,75,204,2025,12,9,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,29,499,4,12.34999127892061,2,10,0,5.0,4.781604078270385,18.0,29.581129963580473,118.6776048460038,7.09951370811705,4.29172203758721
WR_Player_62,Oregon,ACC,WR,71,215,2025,12,9,2,0,0,0,Y,7,0,0,0.0,0,0,0,0.0,37,581,7,10.885767982267646,2,10,0,5.0,4.719333192137083,15.0,33.55386582738283,113.58698523090261,7.173165909042318,4.272924701901018
WR_Player_63,Oregon,ACC,WR,70,211,2025,12,7,2,2,0,0,Y,4,0,0,0.0,0,0,0,0.0,46,547,6,11.541264291047659,2,10,1,5.0,4.7257760290225725,18.0,32.453898044320354,118.98966661174816,7.359290572363572,4.265101247406055
WR_Player_64,Oregon,Big Ten,WR,71,212,2025,12,11,2,1,0,0,Y,3,0,0,0.0,0,0,0,0.0,47,621,5,12.45182382363316,2,10,0,5.0,4.746788488165332,16.0,34.227541428095435,114.92404530539788,7.251162163108079,4.371811040899518
WR_Player_65,Ohio State,SEC,WR,75,199,2025,12,6,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,45,704,4,12.515412651134456,2,10,0,5.0,4.743767136108192,16.0,30.59800410213308,121.90943633005328,7.1703409433739305,4.398069276514341
WR_Player_66,LSU,Pac-12,WR,72,190,2025,12,11,2,2,0,0,N,4,0,0,0.0,0,0,0,0.0,47,625,6,12.059139379711928,2,10,0,5.0,,,,,,
WR_Player_67,Ohio State,Pac-12,WR,76,194,2025,12,7,2,2,0,0,Y,5,0,0,0.0,0,0,0,0.0,39,575,6,12.380380577834623,2,10,0,5.0,4.749224471385839,18.0,32.98281108206753,107.60746285739503,7.391296005442797,4.316830418816153
WR_Player_68,Oregon,Big Ten,WR,76,203,2025,12,7,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,54,547,4,12.398657292955653,2,10,1,5.0,4.733590278685087,14.0,30.268369285675092,122.70583699698687,7.084410415200298,4.322431069382331
WR_Player_69,Ohio State,ACC,WR,75,189,2025,12,5,2,2,0,0,Y,3,0,0,0.0,0,0,0,0.0,37,652,7,12.060637461128705,2,10,0,5.0,4.73917081999914,18.0,33.4773614643914,120.39917155243488,7.242435455873874,4.282281519515819
WR_Player_70,Alabama,SEC,WR,74,214,2025,12,6,2,2,0,0,Y,7,0,0,0.0,0,0,0,0.0,27,480,5,12.694410410888466,2,10,1,5.0,4.720066480752359,13.0,34.150804001304635,120.85508676924026,6.924250493498993,4.407970743971431
WR_Player_71,LSU,Pac-12,WR,71,186,2025,12,11,2,1,0,0,Y,1,0,0,0.0,0,0,0,0.0,75,1168,8,14.220075570518944,6,50,1,5.0,4.700233915475199,18.0,34.92120374366691,121.12081540987387,7.079736745097864,4.254434469410959
WR_Player_72,Alabama,ACC,WR,75,190,2025,12,11,2,2,0,0,Y,7,0,0,0.0,0,0,0,0.0,34,615,7,11.557798437632348,2,10,1,5.0,4.814712909437563,15.0,26.71109177392254,116.21367837178433,7.14870066222997,4.33399259883284
WR_Player_73,LSU,ACC,WR,77,203,2025,12,8,2,0,0,0,N,7,0,0,0.0,0,0,0,0.0,47,499,5,12.271381382486895,2,10,0,5.0,,,,,,
WR_Player_74,Oregon,Big Ten,WR,76,188,2025,12,10,2,1,0,0,Y,6,0,0,0.0,0,0,0,0.0,33,497,4,11.938263310176296,2,10,1,5.0,4.777877203226781,17.0,33.356580962808735,117.62542729375,7.022099631913668,4.499169336519063
WR_Player_75,LSU,Big Ten,WR,75,202,2025,12,4,2,1,0,0,Y,2,0,0,0.0,0,0,0,0.0,29,555,6,11.804639465058438,2,10,0,5.0,4.67814119040232,18.0,33.112583917449975,121.76064209790893,7.412267714670329,4.321645379439257
WR_Player_76,Oregon,Pac-12,WR,76,203,2025,12,4,2,2,0,0,Y,5,0,0,0.0,0,0,0,0.0,42,536,7,12.258662676480327,2,10,0,5.0,4.639130422913986,17.0,32.95941284659336,122.83384913802423,7.038941586452797,4.380140756153411
WR_Player_77,Alabama,SEC,WR,73,193,2025,12,7,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,42,578,5,12.186773413205728,2,10,0,5.0,4.73652339712433,14.0,33.05294264167157,122.62131514534208,7.35674040819442,4.37842407173169
WR_Player_78,Alabama,ACC,WR,78,198,2025,12,7,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,44,592,7,12.199543017257108,2,10,1,5.0,4.676719789709009,14.0,32.87224864760745,117.44945614418951,7.308362238905639,4.34420337815693
WR_Player_79,Alabama,SEC,WR,71,202,2025,12,4,2,1,0,0,Y,5,0,0,0.0,0,0,0,0.0,48,786,5,11.841983355436238,2,10,1,5.0,4.722283132872716,18.0,31.388815656610667,118.4855283600613,7.117314572443616,4.426830421107643
WR_Player_80,Oregon,ACC,WR,70,188,2025,12,9,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,35,515,5,11.92481160121135,2,10,1,5.0,4.72796705697965,17.0,31.51056814171685,123.1625047940511,7.3368285181254835,4.306518343745188
WR_Player_81,Alabama,Big Ten,WR,71,195,2025,12,6,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,65,1133,8,13.85404831402187,6,50,0,5.0,4.664313644787652,21.0,34.75979336706634,131.98791395886272,7.144236712399187,4.248302929068344
WR_Player_82,Alabama,Big Ten,WR,76,213,2025,12,5,2,1,0,0,Y,1,0,0,0.0,0,0,0,0.0,76,1144,11,13.282922293339078,6,50,0,5.0,4.6966235441138995,18.0,36.719900637036844,126.57843123752001,6.849511427095099,4.220465194053451
WR_Player_83,Oregon,SEC,WR,72,197,2025,12,11,2,0,0,0,N,1,0,0,0.0,0,0,0,0.0,72,969,11,13.86512235903949,6,50,0,5.0,,,,,,
WR_Player_84,Ohio State,SEC,WR,77,185,2025,12,4,2,2,0,0,Y,4,0,0,0.0,0,0,0,0.0,32,644,6,12.006331756402147,2,10,0,5.0,4.78561883197131,14.0,31.71164854929306,115.51570570724357,7.425690113151571,4.338174628104268
WR_Player_85,Ohio State,Pac-12,WR,73,188,2025,12,7,2,1,0,0,Y,1,0,0,0.0,0,0,0,0.0,73,1047,10,12.996022745401753,6,50,1,5.0,4.633850960628591,22.0,37.33189504116636,122.86143001663724,7.02850133931172,4.175393167511667
WR_Player_86,LSU,Big Ten,WR,70,185,2025,12,9,2,0,0,0,Y,2,0,0,0.0,0,0,0,0.0,46,582,5,12.644397140520176,2,10,0,5.0,4.732047304258498,16.0,33.0719390216426,119.65164333386153,7.459970620561085,4.349131299412201
WR_Player_87,LSU,Big Ten,WR,74,211,2025,12,10,2,0,0,0,Y,2,0,0,0.0,0,0,0,0.0,35,736,4,12.846459179056811,2,10,0,5.0,4.737037060138694,13.0,27.97105415803521,117.73535721540065,7.297364468883029,4.436344384300656
WR_Player_88,Alabama,Big Ten,WR,73,200,2025,12,8,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,39,489,5,11.831996405645961,2,10,0,5.0,4.743209985452431,13.0,33.45849247181465,119.8911267850098,7.116651383938875,4.325693214414303
WR_Player_89,Oregon,Pac-12,WR,70,207,2025,12,9,2,2,0,0,Y,1,0,0,0.0,0,0,0,0.0,69,1118,11,13.898475209063637,6,50,1,5.0,4.649386573718028,23.0,33.33130880026265,125.44821424458652,6.897658441544335,4.2993243210262095
WR_Player_90,Oregon,ACC,WR,71,209,2025,12,5,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,35,560,7,11.359475182731567,2,10,0,5.0,4.696072868802447,15.0,30.605347408201343,115.84856838415186,7.367010092661506,4.307412689218486
WR_Player_91,LSU,ACC,WR,77,215,2025,12,5,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,43,662,4,12.01443310585927,2,10,1,5.0,4.7700955454718175,17.0,30.842747148951357,115.71329331832824,7.145087315434008,4.344496195494129
WR_Player_92,Oregon,ACC,WR,73,197,2025,12,9,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,54,622,6,12.5896970444025,2,10,1,5.0,4.707599161633889,13.0,32.894649243470575,109.47121223596707,7.122948471722306,4.374214411144191
WR_Player_93,Alabama,ACC,WR,76,211,2025,12,11,2,2,0,0,Y,2,0,0,0.0,0,0,0,0.0,45,567,7,12.076112065622887,2,10,1,5.0,4.739624568233154,15.0,32.29803811303986,119.87118197394408,7.364530368275754,4.3900061091023135
WR_Player_94,Alabama,Big Ten,WR,76,208,2025,12,7,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,30,583,4,12.086557683023711,2,10,0,5.0,4.725018382306761,15.0,34.69633881030774,115.96598089474504,7.34144017260174,4.232493485980003
WR_Player_95,Oregon,Big Ten,WR,75,199,2025,12,6,2,1,0,0,N,4,0,0,0.0,0,0,0,0.0,24,539,7,11.535654357971264,2,10,1,5.0,,,,,,
WR_Player_96,Oregon,ACC,WR,72,204,2025,12,10,2,1,0,0,N,3,0,0,0.0,0,0,0,0.0,50,546,6,11.858915340524376,2,10,1,5.0,,,,,,
WR_Player_97,Oregon,Pac-12,WR,73,201,2025,12,10,2,0,0,0,N,6,0,0,0.0,0,0,0,0.0,37,626,6,11.901816517199224,2,10,1,5.0,,,,,,
WR_Player_98,Ohio State,ACC,WR,75,194,2025,12,6,2,0,0,0,Y,1,0,0,0.0,0,0,0,0.0,77,1007,8,14.099501673569229,6,50,1,5.0,4.663107911657244,20.0,32.7275098396175,124.18422762706894,6.881980150109728,4.361231814429011
WR_Player_99,Ohio State,ACC,WR,74,197,2025,12,9,2,2,0,0,Y,5,0,0,0.0,0,0,0,0.0,49,671,6,11.476743598004404,2,10,0,5.0,4.73034461375211,13.0,32.273736439531234,120.36057184362129,7.1970666882952035,4.214522876046736
WR_Player_100,LSU,Pac-12,WR,73,193,2025,12,5,2,0,0,0,Y,3,0,0,0.0,0,0,0,0.0,41,560,6,12.375375746145789,2,10,0,5.0,4.820128466292045,15.0,33.40816818691154,122.64447156747836,7.329569749944222,4.366064383247967
WR_Player_101,LSU,Big Ten,WR,72,210,2025,12,6,2,2,0,0,Y,5,0,0,0.0,0,0,0,0.0,29,656,5,12.283871123043347,2,10,1,5.0,4.707826040996807,17.0,32.38223901572909,116.61361435076286,7.301614033045669,4.315445587952806
WR_Player_102,LSU,Big Ten,WR,72,209,2025,12,10,2,2,0,0,Y,6,0,0,0.0,0,0,0,0.0,13,742,6,12.221490519359406,2,10,1,5.0,4.679239543174681,18.0,34.22253663428736,116.13804932937549,7.367874779670176,4.4814923824982955
WR_Player_103,Oregon,ACC,WR,77,194,2025,12,5,2,2,0,0,Y,1,0,0,0.0,0,0,0,0.0,77,1059,9,13.474096678576243,6,50,1,5.0,4.567792234768047,20.0,37.08069439354583,116.80740666955353,7.079133029099477,4.261894785854168
WR_Player_104,Alabama,Pac-12,WR,73,203,2025,12,9,2,1,0,0,Y,6,0,0,0.0,0,0,0,0.0,29,591,6,11.666991235281108,2,10,1,5.0,4.732758934992742,17.0,31.331312750342274,110.326327302491,6.940022784696607,4.350475954568312
WR_Player_105,Alabama,Pac-12,WR,73,187,2025,12,5,2,0,0,0,Y,3,0,0,0.0,0,0,0,0.0,30,575,7,13.087961362729896,2,10,1,5.0,4.787895593831288,14.0,31.96983288926262,120.88624651967832,7.396321168615449,4.424627769654385
WR_Player_106,LSU,Big Ten,WR,72,191,2025,12,10,2,0,0,0,Y,7,0,0,0.0,0,0,0,0.0,46,641,4,12.073741340409741,2,10,0,5.0,4.8014960887754965,16.0,33.00723474706704,115.79828633229008,7.278311032675425,4.265052005538128
